Localización;Edad;Sexo;Causa De Muerte O Lesión;Porcentaje Del Total Muertes 2017;Variación Porcentual Anual Muertes 2010-2017
Japón;20 a 30 años;Mujeres;Neonatal disorders;0,10413;-0,03372
Japón;20 a 30 años;Mujeres;Protein-energy malnutrition;0,12435;-0,17689
Japón;20 a 30 años;Mujeres;Iodine deficiency;0,13078;-0,07348
Japón;20 a 30 años;Mujeres;Vitamin A deficiency;0,0048;-0,11422
Japón;20 a 30 años;Mujeres;Dietary iron deficiency;0,06946;0,0628
Japón;20 a 30 años;Mujeres;Other nutritional deficiencies;0,07876;0,05881
Japón;20 a 30 años;Mujeres;Sexually transmitted infections excluding HIV;0,10869;-0,05359
Japón;20 a 30 años;Mujeres;Acute hepatitis;0,0267;0,19196
Japón;20 a 30 años;Mujeres;Leprosy;0,01085;0,01492
Japón;20 a 30 años;Mujeres;Other unspecified infectious diseases;0,02953;0,19191
Japón;20 a 30 años;Mujeres;Esophageal cancer;0,11229;-0,05072
Japón;20 a 30 años;Mujeres;Stomach cancer;0,04509;-0,05479
Japón;20 a 30 años;Mujeres;Liver cancer;0,0277;-0,14188
Japón;20 a 30 años;Mujeres;Larynx cancer;0,05039;-0,04428
Japón;20 a 30 años;Mujeres;Tracheal, bronchus, and lung cancer;0,11896;-0,09372
Japón;20 a 30 años;Mujeres;Breast cancer;0,1242;0,16742
Japón;20 a 30 años;Mujeres;Cervical cancer;0,14347;-0,00018
Japón;20 a 30 años;Mujeres;Uterine cancer;0,03659;0,06358
Japón;20 a 30 años;Mujeres;Prostate cancer;0,01805;0,17095
Japón;20 a 30 años;Mujeres;Colon and rectum cancer;0,15104;-0,09922
Japón;20 a 30 años;Mujeres;Lip and oral cavity cancer;0,10791;-0,0461
Japón;20 a 30 años;Mujeres;Nasopharynx cancer;0,13788;0,13254
Japón;20 a 30 años;Mujeres;Other pharynx cancer;0,09169;0,02743
Japón;20 a 30 años;Mujeres;Gallbladder and biliary tract cancer;0,00763;-0,17626
Japón;20 a 30 años;Mujeres;Pancreatic cancer;0,02665;-0,09462
Japón;20 a 30 años;Mujeres;Malignant skin melanoma;0,0074;0,13959
Japón;20 a 30 años;Mujeres;Non-melanoma skin cancer;0,06036;-0,03789
Japón;20 a 30 años;Mujeres;Ovarian cancer;0,09918;-0,00904
Japón;20 a 30 años;Mujeres;Testicular cancer;0,10508;0,13628
Japón;20 a 30 años;Mujeres;Kidney cancer;0,04658;0,03605
Japón;20 a 30 años;Mujeres;Bladder cancer;0,05591;0,05029
Japón;20 a 30 años;Mujeres;Brain and nervous system cancer;0,03278;-0,04835
Japón;20 a 30 años;Mujeres;Thyroid cancer;0,03311;0,18203
Japón;20 a 30 años;Mujeres;Mesothelioma;0,04586;0,16816
Japón;20 a 30 años;Mujeres;Hodgkin lymphoma;0,01701;0,07626
Japón;20 a 30 años;Mujeres;Non-Hodgkin lymphoma;0,0333;0,04553
Japón;20 a 30 años;Mujeres;Multiple myeloma;0,12557;-0,12314
Japón;20 a 30 años;Mujeres;Leukemia;0,11337;-0,17618
Japón;20 a 30 años;Mujeres;Other malignant neoplasms;0,0531;-0,12312
Japón;20 a 30 años;Mujeres;Other neoplasms;0,09648;0,10648
Japón;20 a 30 años;Mujeres;Rheumatic heart disease;0,00426;0,01193
Japón;20 a 30 años;Mujeres;Ischemic heart disease;0,03061;0,02058
Japón;20 a 30 años;Mujeres;Stroke;0,08576;0,10593
Japón;20 a 30 años;Mujeres;Hypertensive heart disease;0,03106;0,01176
Japón;20 a 30 años;Mujeres;Cardiomyopathy and myocarditis;0,05364;-0,1013
Japón;20 a 30 años;Mujeres;Atrial fibrillation and flutter;0,11772;-0,00937
Japón;20 a 30 años;Mujeres;Aortic aneurysm;0,07248;0,12085
Japón;20 a 30 años;Mujeres;Peripheral artery disease;0,0533;0,12458
Japón;20 a 30 años;Mujeres;Endocarditis;0,06124;0,14727
Japón;20 a 30 años;Mujeres;Non-rheumatic valvular heart disease;0,0102;0,15744
Japón;20 a 30 años;Mujeres;Other cardiovascular and circulatory diseases;0,10866;-0,10112
Japón;20 a 30 años;Mujeres;Chronic obstructive pulmonary disease;0,02471;0,09258
Japón;20 a 30 años;Mujeres;Pneumoconiosis;0,04583;0,13565
Japón;20 a 30 años;Mujeres;Asthma;0,08001;0,06869
Japón;20 a 30 años;Mujeres;Interstitial lung disease and pulmonary sarcoidosis;0,07519;0,05269
Japón;20 a 30 años;Mujeres;Other chronic respiratory diseases;0,12686;0,14267
Japón;20 a 30 años;Mujeres;Cirrhosis and other chronic liver diseases;0,13993;0,08918
Japón;20 a 30 años;Mujeres;Appendicitis;0,069;0,13882
Japón;20 a 30 años;Mujeres;Paralytic ileus and intestinal obstruction;0,00948;-0,07742
Japón;20 a 30 años;Mujeres;Inguinal, femoral, and abdominal hernia;0,02167;0,06086
Japón;20 a 30 años;Mujeres;Inflammatory bowel disease;0,04824;0,09702
Japón;20 a 30 años;Mujeres;Vascular intestinal disorders;0,1127;-0,12572
Japón;20 a 30 años;Mujeres;Gallbladder and biliary diseases;0,05563;-0,12532
Japón;20 a 30 años;Mujeres;Pancreatitis;0,14664;0,01355
Japón;20 a 30 años;Mujeres;Other digestive diseases;0,11272;0,00767
Japón;20 a 30 años;Mujeres;Alzheimer's disease and other dementias;0,03466;0,14436
Japón;20 a 30 años;Mujeres;Parkinson's disease;0,12405;-0,05613
Japón;20 a 30 años;Mujeres;Epilepsy;0,12362;-0,14599
Japón;20 a 30 años;Mujeres;Multiple sclerosis;0,0261;0,1859
Japón;20 a 30 años;Mujeres;Motor neuron disease;0,02136;0,16232
Japón;20 a 30 años;Mujeres;Other neurological disorders;0,05408;-0,08537
Japón;20 a 30 años;Mujeres;Schizophrenia;0,02772;-0,10431
Japón;20 a 30 años;Mujeres;Alcohol use disorders;0,03058;0,03809
Japón;20 a 30 años;Mujeres;Drug use disorders;0,11589;0,07365
Japón;20 a 30 años;Mujeres;Depressive disorders;0,1118;-0,08765
Japón;20 a 30 años;Mujeres;Bipolar disorder;0,01326;0,05592
Japón;20 a 30 años;Mujeres;Anxiety disorders;0,07711;0,07527
Japón;20 a 30 años;Mujeres;Eating disorders;0,12847;-0,17189
Japón;20 a 30 años;Mujeres;Autism spectrum disorders;0,09177;-0,13251
Japón;20 a 30 años;Mujeres;Attention-deficit/hyperactivity disorder;0,01509;0,11553
Japón;20 a 30 años;Mujeres;Conduct disorder;0,03274;0,06655
Japón;20 a 30 años;Mujeres;Idiopathic developmental intellectual disability;0,03247;0,08083
Japón;20 a 30 años;Mujeres;Other mental disorders;0,03215;-0,12539
Japón;20 a 30 años;Mujeres;Diabetes mellitus;0,03172;0,05357
Japón;20 a 30 años;Mujeres;Acute glomerulonephritis;0,1391;0,09503
Japón;20 a 30 años;Mujeres;Chronic kidney disease;0,02446;0,15015
Japón;20 a 30 años;Mujeres;Urinary diseases and male infertility;0,00558;0,12075
Japón;20 a 30 años;Mujeres;Gynecological diseases;0,13217;0,04629
Japón;20 a 30 años;Mujeres;Hemoglobinopathies and hemolytic anemias;0,02241;-0,13863
Japón;20 a 30 años;Mujeres;Endocrine, metabolic, blood, and immune disorders;0,03198;-0,06241
Japón;20 a 30 años;Mujeres;Rheumatoid arthritis;0,06565;-0,03489
Japón;20 a 30 años;Mujeres;Osteoarthritis;0,00938;0,19445
Japón;20 a 30 años;Mujeres;Low back pain;0,10083;-0,13211
Japón;20 a 30 años;Mujeres;Neck pain;0,12453;-0,01686
Japón;20 a 30 años;Mujeres;Gout;0,15267;-0,15468
Japón;20 a 30 años;Mujeres;Other musculoskeletal disorders;0,10033;0,1333
Japón;20 a 30 años;Mujeres;Congenital birth defects;0,06028;-0,09591
Japón;20 a 30 años;Mujeres;Dermatitis;0,12206;-0,12163
Japón;20 a 30 años;Mujeres;Psoriasis;0,05647;0,18463
Japón;20 a 30 años;Mujeres;Scabies;0,12002;0,01728
Japón;20 a 30 años;Mujeres;Fungal skin diseases;0,1145;-0,14784
Japón;20 a 30 años;Mujeres;Viral skin diseases;0,07161;0,0147
Japón;20 a 30 años;Mujeres;Acne vulgaris;0,09243;-0,02453
Japón;20 a 30 años;Mujeres;Alopecia areata;0,07407;0,09809
Japón;20 a 30 años;Mujeres;Pruritus;0,07312;-0,10399
Japón;20 a 30 años;Mujeres;Urticaria;0,05292;-0,16234
Japón;20 a 30 años;Mujeres;Decubitus ulcer;0,09374;-0,01882
Japón;20 a 30 años;Mujeres;Other skin and subcutaneous diseases;0,04219;0,03615
Japón;20 a 30 años;Mujeres;Age-related and other hearing loss;0,02451;0,10153
Japón;20 a 30 años;Mujeres;Other sense organ diseases;0,02305;0,02322
Japón;20 a 30 años;Mujeres;Oral disorders;0,14178;0,00613
Japón;20 a 30 años;Mujeres;Sudden infant death syndrome;0,04135;-0,13852
Japón;20 a 30 años;Mujeres;Road injuries;0,00204;-0,08844
Japón;20 a 30 años;Mujeres;Other transport injuries;0,07058;0,13178
Japón;20 a 30 años;Mujeres;Falls;0,14079;0,12518
Japón;20 a 30 años;Mujeres;Drowning;0,08507;-0,17309
Japón;20 a 30 años;Mujeres;Fire, heat, and hot substances;0,0618;0,14964
Japón;20 a 30 años;Mujeres;Poisonings;0,03997;0,115
Japón;20 a 30 años;Mujeres;Exposure to mechanical forces;0,10428;0,1903
Japón;20 a 30 años;Mujeres;Adverse effects of medical treatment;0,0152;-0,17242
Japón;20 a 30 años;Mujeres;Animal contact;0,15747;-0,17834
Japón;20 a 30 años;Mujeres;Foreign body;0,10872;-0,05508
Japón;20 a 30 años;Mujeres;Other unintentional injuries;0,05379;0,11691
Japón;20 a 30 años;Mujeres;Self-harm;0,01755;0,19704
Japón;20 a 30 años;Mujeres;Interpersonal violence;0,02311;0,04421
Japón;20 a 30 años;Mujeres;Exposure to forces of nature;0,07121;-0,11428
Japón;20 a 30 años;Mujeres;Environmental heat and cold exposure;0,01003;0,18272
Japón;20 a 30 años;Mujeres;Ebola;0,02868;-0,14638
Japón;20 a 30 años;Mujeres;Executions and police conflict;0,15079;-0,10327
Japón;20 a 30 años;Mujeres;Zika virus;0,02707;0,12223
Japón;20 a 30 años;Mujeres;Guinea worm disease;0,08683;-0,0837
Japón;20 a 30 años;Mujeres;Conflict and terrorism;0,05375;0,03888
Japón;20 a 30 años;Mujeres;Typhoid and paratyphoid;0,14981;-0,14663
Japón;20 a 30 años;Mujeres;Invasive Non-typhoidal Salmonella (iNTS);0,02601;-0,06437
Japón;20 a 30 años;Mujeres;Headache disorders;0,15947;-0,16187
Japón;20 a 30 años;Mujeres;Bacterial skin diseases;0,04939;0,12662
Japón;20 a 30 años;Mujeres;Blindness and vision impairment;0,0622;0,02381
Japón;20 a 30 años;Mujeres;Upper digestive system diseases;0,10393;-0,12539
Japón;20 a 30 años;Hombres;Tuberculosis;0,08783;0,0509
Japón;20 a 30 años;Hombres;HIV/AIDS;0,12013;-0,07543
Japón;20 a 30 años;Hombres;Diarrheal diseases;0,07202;0,05661
Japón;20 a 30 años;Hombres;Other intestinal infectious diseases;0,10279;-0,01595
Japón;20 a 30 años;Hombres;Lower respiratory infections;0,06335;0,06215
Japón;20 a 30 años;Hombres;Upper respiratory infections;0,0493;-0,17267
Japón;20 a 30 años;Hombres;Otitis media;0,06146;0,18833
Japón;20 a 30 años;Hombres;Meningitis;0,0219;0,13518
Japón;20 a 30 años;Hombres;Encephalitis;0,07249;0,17311
Japón;20 a 30 años;Hombres;Diphtheria;0,03868;0,00451
Japón;20 a 30 años;Hombres;Whooping cough;0,10453;-0,11206
Japón;20 a 30 años;Hombres;Tetanus;0,03195;0,19587
Japón;20 a 30 años;Hombres;Measles;0,07977;-0,15482
Japón;20 a 30 años;Hombres;Varicella and herpes zoster;0,15365;-0,00231
Japón;20 a 30 años;Hombres;Malaria;0,02889;0,02934
Japón;20 a 30 años;Hombres;Chagas disease;0,15531;-0,09026
Japón;20 a 30 años;Hombres;Leishmaniasis;0,12633;-0,12647
Japón;20 a 30 años;Hombres;African trypanosomiasis;0,14671;0,16666
Japón;20 a 30 años;Hombres;Schistosomiasis;0,15619;0,14576
Japón;20 a 30 años;Hombres;Cysticercosis;0,15781;0,07456
Japón;20 a 30 años;Hombres;Cystic echinococcosis;0,02998;-0,10731
Japón;20 a 30 años;Hombres;Lymphatic filariasis;0,0207;-0,14012
Japón;20 a 30 años;Hombres;Onchocerciasis;0,03311;0,13359
Japón;20 a 30 años;Hombres;Trachoma;0,11282;-0,12513
Japón;20 a 30 años;Hombres;Dengue;0,06784;0,12408
Japón;20 a 30 años;Hombres;Yellow fever;0,01556;0,1098
Japón;20 a 30 años;Hombres;Rabies;0,00181;-0,12416
Japón;20 a 30 años;Hombres;Intestinal nematode infections;0,11696;-0,05499
Japón;20 a 30 años;Hombres;Food-borne trematodiases;0,1485;-0,16557
Japón;20 a 30 años;Hombres;Other neglected tropical diseases;0,08936;-0,02517
Japón;20 a 30 años;Hombres;Maternal disorders;0,07713;0,00549
Japón;20 a 30 años;Hombres;Neonatal disorders;0,12823;0,15875
Japón;20 a 30 años;Hombres;Protein-energy malnutrition;0,09287;0,15642
Japón;20 a 30 años;Hombres;Iodine deficiency;0,14848;-0,11063
Japón;20 a 30 años;Hombres;Vitamin A deficiency;0,1354;-0,08013
Japón;20 a 30 años;Hombres;Dietary iron deficiency;0,05103;0,13566
Japón;20 a 30 años;Hombres;Other nutritional deficiencies;0,07946;-0,06997
Japón;20 a 30 años;Hombres;Sexually transmitted infections excluding HIV;0,09603;0,15157
Japón;20 a 30 años;Hombres;Acute hepatitis;0,03015;0,16589
Japón;20 a 30 años;Hombres;Leprosy;0,0471;0,04649
Japón;20 a 30 años;Hombres;Other unspecified infectious diseases;0,14624;0,18647
Japón;20 a 30 años;Hombres;Esophageal cancer;0,06641;0,18628
Japón;20 a 30 años;Hombres;Stomach cancer;0,05585;0,19517
Japón;20 a 30 años;Hombres;Liver cancer;0,14215;-0,14026
Japón;20 a 30 años;Hombres;Larynx cancer;0,04328;0,02028
Japón;20 a 30 años;Hombres;Tracheal, bronchus, and lung cancer;0,15163;0,1332
Japón;20 a 30 años;Hombres;Breast cancer;0,13123;0,15239
Japón;20 a 30 años;Hombres;Cervical cancer;0,06453;-0,08375
Japón;20 a 30 años;Hombres;Uterine cancer;0,12192;0,1527
Japón;20 a 30 años;Hombres;Prostate cancer;0,00742;-0,06184
Japón;20 a 30 años;Hombres;Colon and rectum cancer;0,04455;0,07908
Japón;20 a 30 años;Hombres;Lip and oral cavity cancer;0,09947;-0,02337
Japón;20 a 30 años;Hombres;Nasopharynx cancer;0,14787;-0,02978
Japón;20 a 30 años;Hombres;Other pharynx cancer;0,01204;-0,10394
Japón;20 a 30 años;Hombres;Gallbladder and biliary tract cancer;0,02552;-0,04973
Japón;20 a 30 años;Hombres;Pancreatic cancer;0,03351;0,09034
Japón;20 a 30 años;Hombres;Malignant skin melanoma;0,15614;-0,01143
Japón;20 a 30 años;Hombres;Non-melanoma skin cancer;0,01057;0,05407
Japón;20 a 30 años;Hombres;Ovarian cancer;0,09531;-0,15938
Japón;20 a 30 años;Hombres;Testicular cancer;0,08131;-0,1706
Japón;20 a 30 años;Hombres;Kidney cancer;0,01834;0,0009
Japón;20 a 30 años;Hombres;Bladder cancer;0,01481;0,07358
Japón;20 a 30 años;Hombres;Brain and nervous system cancer;0,15843;-0,01097
Japón;20 a 30 años;Hombres;Thyroid cancer;0,04968;-0,01791
Japón;20 a 30 años;Hombres;Mesothelioma;0,07042;0,04321
Japón;20 a 30 años;Hombres;Hodgkin lymphoma;0,12858;-0,07388
Japón;20 a 30 años;Hombres;Non-Hodgkin lymphoma;0,07034;0,01702
Japón;20 a 30 años;Hombres;Multiple myeloma;0,06226;0,14577
Japón;20 a 30 años;Hombres;Leukemia;0,01132;0,04222
Japón;20 a 30 años;Hombres;Other malignant neoplasms;0,15001;0,15816
Japón;20 a 30 años;Hombres;Other neoplasms;0,09319;0,15143
Japón;20 a 30 años;Hombres;Rheumatic heart disease;0,08687;-0,14091
Japón;20 a 30 años;Hombres;Ischemic heart disease;0,15168;0,00025
Japón;20 a 30 años;Hombres;Stroke;0,12507;0,16129
Japón;20 a 30 años;Hombres;Hypertensive heart disease;0,05594;-0,06267
Japón;20 a 30 años;Hombres;Cardiomyopathy and myocarditis;0,0551;0,15309
Japón;20 a 30 años;Hombres;Atrial fibrillation and flutter;0,02492;0,19069
Japón;20 a 30 años;Hombres;Aortic aneurysm;0,01686;-0,17864
Japón;20 a 30 años;Hombres;Peripheral artery disease;0,1408;-0,17089
Japón;20 a 30 años;Hombres;Endocarditis;0,14039;-0,00334
Japón;20 a 30 años;Hombres;Non-rheumatic valvular heart disease;0,07199;-0,18087
Japón;20 a 30 años;Hombres;Other cardiovascular and circulatory diseases;0,0986;0,03179
Japón;20 a 30 años;Hombres;Chronic obstructive pulmonary disease;0,01228;0,166
Japón;20 a 30 años;Hombres;Pneumoconiosis;0,03958;-0,08771
Japón;20 a 30 años;Hombres;Asthma;0,13802;0,07978
Japón;20 a 30 años;Hombres;Interstitial lung disease and pulmonary sarcoidosis;0,08152;-0,04138
Japón;20 a 30 años;Hombres;Other chronic respiratory diseases;0,14399;-0,08856
Japón;20 a 30 años;Hombres;Cirrhosis and other chronic liver diseases;0,10452;0,11544
Japón;20 a 30 años;Hombres;Appendicitis;0,01016;0,16724
Japón;20 a 30 años;Hombres;Paralytic ileus and intestinal obstruction;0,00207;0,00803
Japón;20 a 30 años;Hombres;Inguinal, femoral, and abdominal hernia;0,05611;-0,03073
Japón;20 a 30 años;Hombres;Inflammatory bowel disease;0,0137;0,13738
Japón;20 a 30 años;Hombres;Vascular intestinal disorders;0,14132;-0,02186
Japón;20 a 30 años;Hombres;Gallbladder and biliary diseases;0,05253;-0,06602
Japón;20 a 30 años;Hombres;Pancreatitis;0,04334;-0,03176
Japón;20 a 30 años;Hombres;Other digestive diseases;0,12458;0,09615
Japón;20 a 30 años;Hombres;Alzheimer's disease and other dementias;0,15822;0,19027
Japón;20 a 30 años;Hombres;Parkinson's disease;0,06206;-0,06558
Japón;20 a 30 años;Hombres;Epilepsy;0,12569;-0,17182
Japón;20 a 30 años;Hombres;Multiple sclerosis;0,06055;0,13715
Japón;20 a 30 años;Hombres;Motor neuron disease;0,15172;-0,1715
Japón;20 a 30 años;Hombres;Other neurological disorders;0,00861;-0,08757
Japón;20 a 30 años;Hombres;Schizophrenia;0,10993;0,03218
Japón;20 a 30 años;Hombres;Alcohol use disorders;0,12919;0,0005
Japón;20 a 30 años;Hombres;Drug use disorders;0,03757;0,14
Japón;20 a 30 años;Hombres;Depressive disorders;0,06615;-0,03006
Japón;20 a 30 años;Hombres;Bipolar disorder;0,04564;0,01421
Japón;20 a 30 años;Hombres;Anxiety disorders;0,02301;0,12834
Japón;20 a 30 años;Hombres;Eating disorders;0,04756;0,19398
Japón;20 a 30 años;Hombres;Autism spectrum disorders;0,04683;0,04456
Japón;20 a 30 años;Hombres;Attention-deficit/hyperactivity disorder;0,11913;-0,16982
Japón;20 a 30 años;Hombres;Conduct disorder;0,03566;0,13558
Japón;20 a 30 años;Hombres;Idiopathic developmental intellectual disability;0,06061;-0,07156
Japón;20 a 30 años;Hombres;Other mental disorders;0,09552;-0,11447
Japón;20 a 30 años;Hombres;Diabetes mellitus;0,06642;-0,01019
Japón;20 a 30 años;Hombres;Acute glomerulonephritis;0,06318;0,06312
Japón;20 a 30 años;Hombres;Chronic kidney disease;0,02985;-0,0964
Japón;20 a 30 años;Hombres;Urinary diseases and male infertility;0,02579;-0,01543
Japón;20 a 30 años;Hombres;Gynecological diseases;0,05218;-0,077
Japón;20 a 30 años;Hombres;Hemoglobinopathies and hemolytic anemias;0,15285;-0,1382
Japón;20 a 30 años;Hombres;Endocrine, metabolic, blood, and immune disorders;0,07626;-0,03374
Japón;20 a 30 años;Hombres;Rheumatoid arthritis;0,0639;-0,0094
Japón;20 a 30 años;Hombres;Osteoarthritis;0,13291;0,07079
Japón;20 a 30 años;Hombres;Low back pain;0,06034;0,17907
Japón;20 a 30 años;Hombres;Neck pain;0,05647;0,07169
Japón;20 a 30 años;Hombres;Gout;0,14585;-0,16948
Japón;20 a 30 años;Hombres;Other musculoskeletal disorders;0,03296;0,12271
Japón;20 a 30 años;Hombres;Congenital birth defects;0,05424;0,04005
Japón;20 a 30 años;Hombres;Dermatitis;0,08545;-0,16045
Japón;20 a 30 años;Hombres;Psoriasis;0,14555;0,09671
Japón;20 a 30 años;Hombres;Scabies;0,05418;-0,16132
Japón;20 a 30 años;Hombres;Fungal skin diseases;0,11097;0,18677
Japón;20 a 30 años;Hombres;Viral skin diseases;0,12633;0,04958
Japón;20 a 30 años;Hombres;Acne vulgaris;0,13757;0,0971
Japón;20 a 30 años;Hombres;Alopecia areata;0,13041;0,08433
Japón;20 a 30 años;Hombres;Pruritus;0,01963;-0,04323
Japón;20 a 30 años;Hombres;Urticaria;0,10721;0,07214
Japón;20 a 30 años;Hombres;Decubitus ulcer;0,09406;-0,14011
Japón;20 a 30 años;Hombres;Other skin and subcutaneous diseases;0,14528;-0,05565
Japón;20 a 30 años;Hombres;Age-related and other hearing loss;0,09503;-0,05725
Japón;20 a 30 años;Hombres;Other sense organ diseases;0,15454;0,00042
Japón;20 a 30 años;Hombres;Oral disorders;0,00773;-0,14655
Japón;20 a 30 años;Hombres;Sudden infant death syndrome;0,00115;0,16502
Japón;20 a 30 años;Hombres;Road injuries;0,0336;0,1408
Japón;20 a 30 años;Hombres;Other transport injuries;0,06466;0,07079
Japón;20 a 30 años;Hombres;Falls;0,15277;-0,06249
Japón;20 a 30 años;Hombres;Drowning;0,15505;-0,07955
Japón;20 a 30 años;Hombres;Fire, heat, and hot substances;0,0615;-0,11832
Japón;20 a 30 años;Hombres;Poisonings;0,03657;-0,01124
Japón;20 a 30 años;Hombres;Exposure to mechanical forces;0,1124;0,0338
Japón;20 a 30 años;Hombres;Adverse effects of medical treatment;0,11033;-0,02427
Japón;20 a 30 años;Hombres;Animal contact;0,05153;0,1175
Japón;20 a 30 años;Hombres;Foreign body;0,03352;0,03717
Japón;20 a 30 años;Hombres;Other unintentional injuries;0,00055;0,12845
Japón;20 a 30 años;Hombres;Self-harm;0,02573;0,00857
Japón;20 a 30 años;Hombres;Interpersonal violence;0,05081;-0,14568
Japón;20 a 30 años;Hombres;Exposure to forces of nature;0,12094;-0,07807
Japón;20 a 30 años;Hombres;Environmental heat and cold exposure;0,03871;-0,04688
Japón;20 a 30 años;Hombres;Ebola;0,15089;-0,15238
Japón;20 a 30 años;Hombres;Executions and police conflict;0,05501;0,10471
Japón;20 a 30 años;Hombres;Zika virus;0,10356;0,16001
Japón;20 a 30 años;Hombres;Guinea worm disease;0,13125;-0,08861
Japón;20 a 30 años;Hombres;Conflict and terrorism;0,03077;0,04613
Japón;20 a 30 años;Hombres;Typhoid and paratyphoid;0,0954;-0,08428
Japón;20 a 30 años;Hombres;Invasive Non-typhoidal Salmonella (iNTS);0,14813;0,14043
